Title,Authors,Publish_Date,Abstract,Article_Link,correspondence_author,keywords,correspondance_author_email
"Microbial functional genes are driven by gradients in sediment stoichiometry, oxygen, and salinity across the Baltic benthic ecosystem","Elias Broman, Dandan Izabel-Shen, Alejandro Rodríguez-Gijón, Stefano Bonaglia, Sarahi L. Garcia and Francisco J. A. Nascimento",8/15/2022,"Microorganisms in the seafloor use a wide range of metabolic processes, which are coupled to the presence of functional genes within their genomes. Aquatic environments are heterogenous and often characterized...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-022-01321-z,"Elias Broman,Francisco J. A. Nascimento","Metagenomics, Benthic, Metabolism, Microbial, DNA, Bacteria","elias.broman@su.se, francisco.nascimento@su.se"
Non-antibiotic pharmaceuticals promote conjugative plasmid transfer at a community-wide level,"Yue Wang, Zhigang Yu, Pengbo Ding, Ji Lu, Uli Klümper, Aimee K. Murray, William H. Gaze and Jianhua Guo",8/12/2022,Horizontal gene transfer (HGT) plays a critical role in the spread of antibiotic resistance and the evolutionary shaping of bacterial communities. Conjugation is the most well characterized pathway for the spr...,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-022-01314-y,Jianhua Guo,"Antibiotic resistance, Non-antibiotic pharmaceuticals, Broad-host-range conjugative plasmid, Activated sludge, Microbial community, Reactive oxygen species",jianhua.guo@uq.edu.au
Developing whole cell standards for the microbiome field,"Chrysi Sergaki, Saba Anwar, Martin Fritzsche, Ryan Mate, Robert J. Francis, Kirsty MacLellan-Gibson, Alastair Logan and Gregory C. A. Amos",8/9/2022,"Effective standardisation of the microbiome field is essential to facilitate global translational research and increase the reproducibility of microbiome studies. In this study, we describe the development and...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-022-01313-z,Chrysi Sergaki,"Microbiome, Standardisation, Bioinformatics, Reference reagents, Standards, DNA extraction, Next-generation sequencing",Chrysi.Sergaki@NIBSC.org
Vertical transmission of the gut microbiota influences glucose metabolism in offspring of mice with hyperglycaemia in pregnancy,"Cunxi Xue, Qinyuan Xie, Chenhong Zhang, Yimeng Hu, Xiaoting Song, Yifan Jia, Xiaoyang Shi, Yiqi Chen, Yalei Liu, Lingyun Zhao, Fenglian Huang and Huijuan Yuan",8/9/2022,Hyperglycaemia in pregnancy (HIP) is a common metabolic disorder that not only poses risks to maternal health but also associates with an increased risk of diabetes among offspring. Vertical transmission of mi...,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-022-01318-8,Huijuan Yuan,"Vertical transmission, Hyperglycaemia in pregnancy, Glucose metabolism, Microbiome, Metabolites, Multiomics analysis",hjyuan@zzu.edu.cn
"Microbial risk score for capturing microbial characteristics, integrating multi-omics data, and predicting disease risk","Chan Wang, Leopoldo N. Segal, Jiyuan Hu, Boyan Zhou, Richard B. Hayes, Jiyoung Ahn and Huilin Li",8/5/2022,"With the rapid accumulation of microbiome-wide association studies, a great amount of microbiome data are available to study the microbiome’s role in human disease and advance the microbiome’s potential use fo...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-022-01310-2,Huilin Li,"Alpha diversity, Disease prediction, Microbiome-wide association studies, Microbial risk score, Multi-omics data integration, Sub-community",Huilin.Li@nyulangone.org
Quantitative microbial population study reveals geographical differences in bacterial symbionts of Ixodes ricinus,"Aleksandra I. Krawczyk, Lisa Röttjers, Manoj Fonville, Katshuisa Takumi, Willem Takken, Karoline Faust and Hein Sprong",8/4/2022,"Ixodes ricinus ticks vector pathogens that cause serious health concerns. Like in other arthropods, the microbiome may affect the tick’s biology, with consequences for pathogen transmission. Here, we explored th...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-022-01276-1,"Aleksandra I. Krawczyk,Hein Sprong","Tick-borne disease, Spotted fever rickettsiosis, Transmission dynamics, Quantitative microbiome analysis, Low-biomass samples","aleksandra.i.krawczyk@gmail.com, hsprong@gmail.com"
Gardnerella vaginalis alters cervicovaginal epithelial cell function through microbe-specific immune responses,"Lauren Anton, Briana Ferguson, Elliot S. Friedman, Kristin D. Gerson, Amy G. Brown and Michal A. Elovitz",8/4/2022,The cervicovaginal (CV) microbiome is highly associated with vaginal health and disease in both pregnant and nonpregnant individuals. An overabundance of Gardnerella vaginalis (G. vaginalis) in the CV space is co...,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-022-01317-9,Lauren Anton,"Cervix, Lactobacillus crispatus, Gardnerella vaginalis, Epithelial barrier, Inflammation, TLR2, Preterm birth",lanton@pennmedicine.upenn.edu
The impacts of viral infection and subsequent antimicrobials on the microbiome-resistome of growing pigs,"Tara N. Gaire, Carissa Odland, Bingzhou Zhang, Tui Ray, Enrique Doster, Joel Nerem, Scott Dee, Peter Davies and Noelle Noyes",8/4/2022,"Antimicrobials are used in food-producing animals for purposes of preventing, controlling, and/or treating infections. In swine, a major driver of antimicrobial use is porcine reproductive and respiratory synd...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-022-01312-0,Noelle Noyes,"Antimicrobial resistance, Microbiome, Metagenomics, Swine, Porcine reproductive, Respiratory syndrome",nnoyes@umn.edu
Integrating metagenomic binning with flux balance analysis to unravel syntrophies in anaerobic CO2 methanation,"Nicola De Bernardini, Arianna Basile, Guido Zampieri, Adam Kovalovszki, Beatrix De Diego Diaz, Elisabetta Offer, Nantharat Wongfaed, Irini Angelidaki, Panagiotis G. Kougias, Stefano Campanaro and Laura Treu",8/3/2022,Carbon fixation through biological methanation has emerged as a promising technology to produce renewable energy in the context of the circular economy. The anaerobic digestion microbiome is the fundamental bi...,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-022-01311-1,"Panagiotis G. Kougias,Stefano Campanaro","Metagenomics, Flux balance, Metabolic modelling, Anaerobic CO2 methanation, Biogas upgrading","p.kougias@swri.gr, stefano.campanaro@unipd.it"
Host-microbiota interaction-mediated resistance to inflammatory bowel disease in pigs,"Xuan Zhao, Lin Jiang, Xiuyu Fang, Zhiqiang Guo, Xiaoxu Wang, Baoming Shi and Qingwei Meng",7/30/2022,Short-chain fatty acids (SCFAs) derived from gut bacteria are associated with protective roles in diseases ranging from obesity to colorectal cancers. Intake of microbially accessible dietary fibers (prebiotic...,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-022-01303-1,"Baoming Shi,Qingwei Meng","Disease resistance, Microbiota, Metabolome, Immunity response, Intestinal barrier function","shibaoming1974@163.com, qingweimeng1990@163.com"
Microbiota responses to different prebiotics are conserved within individuals and associated with habitual fiber intake,"Zachary C. Holmes, Max M. Villa, Heather K. Durand, Sharon Jiang, Eric P. Dallow, Brianna L. Petrone, Justin D. Silverman, Pao-Hwa Lin and Lawrence A. David",7/29/2022,"The importance of symbiosis has long been recognized on coral reefs, where the photosynthetic dinoflagellates of corals (Symbiodiniaceae) are the primary symbiont. Numerous studies have now shown that a divers...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-022-01307-x,Lawrence A. David,"Microbiome, Prebiotic, Short-chain fatty acids, Diet, Personalized nutrition, Fiber",lawrence.david@duke.edu
Community structure of coral microbiomes is dependent on host morphology,"Kathleen M. Morrow, M. Sabrina Pankey and Michael P. Lesser",7/28/2022,"Anthropogenic activities have increased the inputs of atmospheric reactive nitrogen (N) into terrestrial ecosystems, affecting soil carbon stability and microbial communities. Previous studies have primarily e...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-022-01308-w,Michael P. Lesser,"Coral, 16S rRNA gene, Diazotroph, Microbiome, Nitrogen fixation, Symbiodiniaceae, nifH",mpl@unh.edu
Long-term nitrogen deposition enhances microbial capacities in soil carbon stabilization but reduces network complexity,"Xingyu Ma, Tengxu Wang, Zhou Shi, Nona R. Chiariello, Kathryn Docherty, Christopher B. Field, Jessica Gutknecht, Qun Gao, Yunfu Gu, Xue Guo, Bruce A. Hungate, Jiesi Lei, Audrey Niboyet, Xavier Le Roux, Mengting Yuan, Tong Yuan…",7/28/2022,"Antibiotic resistome has been found to strongly interact with the core microbiota in the human gut, yet little is known about how antibiotic resistance genes (ARGs) correlate with certain microbes in large riv...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-022-01309-9,"Jizhong Zhou,Yunfeng Yang","Soil microbial community, Nitrogen deposition, High-throughput sequencing, GeoChip, Global change","jzhou@ou.edu, yangyf@tsinghua.edu.cn"
Supercarriers of antibiotic resistome in a world’s large river,"Jiawen Wang, Rui Pan, Peiyan Dong, Shufeng Liu, Qian Chen, Alistair G. L. Borthwick, Liyu Sun, Nan Xu and Jinren Ni",7/28/2022,"Ubiquitous and diverse marine microorganisms utilise the abundant organosulfur molecule dimethylsulfoniopropionate (DMSP), the main precursor of the climate-active gas dimethylsulfide (DMS), as a source of car...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-022-01294-z,Jinren Ni,"Antibiotic resistance genes, Host, Human pathogen bacteria, Yangtze River",jinrenni@pku.edu.cn
Oceanospirillales containing the DMSP lyase DddD are key utilisers of carbon from DMSP in coastal seawater,"Jingli Liu, Chun-Xu Xue, Jinyan Wang, Andrew T. Crombie, Ornella Carrión, Andrew W. B. Johnston, J. Colin Murrell, Ji Liu, Yanfen Zheng, Xiao-Hua Zhang and Jonathan D. Todd",7/27/2022,"B and K2 vitamins, essential nutrients in host metabolism, can be synthesized by the rumen microbiome in ruminants and subsequently absorbed by the host. However, the B and K2 vitamin biosynthesis by the whole ga...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-022-01304-0,"Xiao-Hua Zhang,Jonathan D. Todd","Dimethylsulfoniopropionate (DMSP), Dimethylsulfide (DMS), DNA-stable isotope probing (DNA-SIP), Oceanospirillales, DddD DMSP lyase, Seawater, Biogeochemical sulfur cycling","xhzhang@ouc.edu.cn, jonathan.todd@uea.ac.uk"
Metagenomic insights into the microbe-mediated B and K2 vitamin biosynthesis in the gastrointestinal microbiome of ruminants,"Qian Jiang, Limei Lin, Fei Xie, Wei Jin, Weiyun Zhu, Min Wang, Qiang Qiu, Zhipeng Li, Junhua Liu and Shengyong Mao",7/21/2022,"Rhizodeposits regulate rhizosphere interactions, processes, nutrient and energy flow, and plant-microbe communication and thus play a vital role in maintaining soil and plant health. However, it remains unclea...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-022-01298-9,"Junhua Liu,Shengyong Mao","B and K2 vitamins, Ruminants, Gastrointestinal microbiome, Microbial genomes, Cobalamin, High-grain diet","liujunhua0011@163.com, maoshengyong@njau.edu.cn"
Reduced chemodiversity suppresses rhizosphere microbiome functioning in the mono-cropped agroecosystems,"Pengfa Li, Jia Liu, Muhammad Saleem, Guilong Li, Lu Luan, Meng Wu and Zhongpei Li",7/16/2022,"Intestinal inflammation is prevalent in chicken, which results in decreased growth performance and considerable economic losses. Accumulated findings established the close relationship between gut microbiota a...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-022-01287-y,"Meng Wu,Zhongpei Li","Rhizodeposits, Chemodiversity, DNA-SIP, Microbiome functioning, Mono-cropped agroecosystem","mwu@issas.ac.cn, zhpli@issas.ac.cn"
Chicken jejunal microbiota improves growth performance by mitigating intestinal inflammation,"Xiaolong Zhang, Muhammad Akhtar, Yan Chen, Ziyu Ma, Yuyun Liang, Deshi Shi, Ranran Cheng, Lei Cui, Yafang Hu, Abdallah A. Nafady, Abdur Rahman Ansari, El-Sayed M. Abdel-Kafy and Huazhen Liu",7/15/2022,"Growing up with siblings has been linked to numerous health outcomes and is also an important determinant for the developing microbiota. Nonetheless, research into the role of having siblings on the developing...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-022-01299-8,Huazhen Liu,"Chicken, Jejunal microbiota, Intestinal inflammation, Growth performance, Fecal microbiota transplantation",lhz219@mail.hzau.edu.cn
The developing airway and gut microbiota in early life is influenced by age of older siblings,"Emil Dalgaard Christensen, Mathis Hjort Hjelmsø, Jonathan Thorsen, Shiraz Shah, Tamsin Redgwell, Christina Egeø Poulsen, Urvish Trivedi, Jakob Russel, Shashank Gupta, Bo L. Chawes, Klaus Bønnelykke, Søren Johannes Sørensen, Morten Arendt Rasmussen, Hans Bisgaard and Jakob Stokholm",7/13/2022,Inflammatory bowel diseases (IBDs) including Crohn’s disease (CD) and ulcerative colitis (UC) are characterized by chronic and debilitating gut inflammation. Altered bacterial communities of the intestine are ...,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-022-01305-z,"Søren Johannes Sørensen,Morten Arendt Rasmussen,Hans Bisgaard,Jakob Stokholm","Siblings, Human microbiota, Risk factors, Pediatrics, Cohort study","sjs@bio.ku.dk, mortenr@food.ku.dk, bisgaard@copsac.com, stokholm@copsac.com"
Transplantation of bacteriophages from ulcerative colitis patients shifts the gut bacteriome and exacerbates the severity of DSS colitis,"Anshul Sinha, Yue Li, Mohammadali Khan Mirzaei, Michael Shamash, Rana Samadfam, Irah L. King and Corinne F. Maurice",7/8/2022,"The 16S rRNA gene is used extensively in bacterial phylogenetics, in species delineation, and now widely in microbiome studies. However, the gene suffers from intragenomic heterogeneity, and reports of recombi...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-022-01275-2,"Irah L. King,Corinne F. Maurice","Bacteriophages, Inflammatory bowel disease, DSS colitis, Ulcerative colitis, Microbiota, Intestine","irah.king@mcgill.ca, corinne.maurice@mcgill.ca"
Phylogenies of the 16S rRNA gene and its hypervariable regions lack concordance with core genome phylogenies,"Hayley B. Hassler, Brett Probert, Carson Moore, Elizabeth Lawson, Richard W. Jackson, Brook T. Russell and Vincent P. Richards",7/8/2022,Aberrations in the preterm microbiome following antibiotic therapy have been reported in previous studies. The objective of this study was to probe potential underlying mechanisms between this observation and ...,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-022-01295-y,Vincent P. Richards,"16S rRNA gene, Comparative phylogenomics, Microbiome, Diversity metrics, Entropy masking, Recombination, Horizontal gene transfer, Ribosome, Species phylogeny",vpricha@clemson.edu
Antibiotic exposure prevents acquisition of beneficial metabolic functions in the preterm infant gut microbiome,"Yanping Xu, Olivia Milburn, Traci Beiersdorfer, Lizhong Du, Henry Akinbi and David B. Haslam",7/7/2022,"Recent studies have provided insights into the persistence and succession of microbes aboard the International Space Station (ISS), notably the dominance of Klebsiella pneumoniae. However, the interactions betwee...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-022-01300-4,David B. Haslam,"Antibiotics, Metagenomic shotgun sequencing, Microbiome, Neonate, Preterm",david.haslam@cchmc.org
